BookData_needsupdating,"Type (1cancer, 2mental, 3addiction, 4infectious, 5contested)_needsupdating",Disambiguate,Capitalization_Sensitive,Round,Acronym_periods,StigmaWord_PulledOut_needsupdating,Reconciled_Name,Name2,DisambiguatedSynset_Keep,PlottingGroup,Plot,Exclude_disease_from_cleaning_(result_from_folding),Replaced_in_wvmodels_by_weighted_average,Plot_before_folding_in_certain_adj_forms,DiseaseorExtra,Notes,MoreNotes
1,,,,1,,,Eczema,atopic dermatitis,,autoimmune,Yes,,,Yes,Disease,,
1,,,,1,,,Eczema,Excema,,autoimmune,Yes,,,Yes,Disease,,
1,,,,1,,,Epidermolysis_Bullosa,kindler syndrome,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Epidermolysis_Bullosa,Epidermolysis Bullosa,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Epilepsy,epileptic seizure,,neurological,No,,Yes: Epilesy_folded,Yes,Disease,,
1,,,,1,,,Epilepsy,epileptic syndrome,,neurological,No,,Yes: Epilesy_folded,Yes,Disease,,
1,,,,1,,1,Epileptic,Epileptics,,neurological,No,,Yes: Epilesy_folded,No,Disease,,
1,5,,1,1,1,,Fibromyalgia,F.M.S.,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,5,,1,1,,,Fibromyalgia,FMS,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,5,,,1,,,Fibromyalgia,Diffuse myofascial pain syndrome,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,5,,,1,,,Fibromyalgia,Fibromyositis,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,5,,,1,,,Fibromyalgia,Fibrositis,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,,,1,,,Fragile_X,Martin-Bell,,genetic,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,,,1,,,Fragile_X,Fragile-X,,genetic,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,,,1,,,Fragile_X,Fragile X,,genetic,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,,,,1,,,G6PD_deficiency,Glucose-6-phosphate dehydrogenase deficiency,,genetic,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,,,,1,,,G6PD_deficiency,G6PD_deficiency,,genetic,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,,,1,,,Glaucoma,Glaucoma,,visual_auditory,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,4,,,1,,,Gonorrhea,gonorrhoea,,stis,Yes,,,Yes,Disease,"the clap - possible to disambiguate? Probably, with wordnet, but we decided not to include. ",
0,4,,,1,,,Gonorrhea,gonorrhea,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Gonorrhea,gonococcal infection,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Gonorrhea,gonococcal urethritis,,stis,Yes,,,Yes,Disease,,
0,5,,,1,,,Gulf_war_syndrome,gulf war illnesses,,contested,Yes,,,Yes,Disease,,
0,5,,,1,,,Gulf_war_syndrome,chronic multisymptom illness,,contested,Yes,,,Yes,Disease,,
0,5,,,1,,,Gulf_war_syndrome,gulf war syndrome,,contested,Yes,,,Yes,Disease,,
0,5,,,1,,,Gulf_war_syndrome,gulf war illness,,contested,Yes,,,Yes,Disease,,
0,,,,1,,,Hearing_Impairment,hearing loss,,visual_auditory,Yes,,,Yes,Disease,,
0,,,,1,,,Hearing_Impairment,hearing-impaired,,visual_auditory,Yes,,,Yes,Disease,,
0,,,,1,,,Hearing_Impairment,hearing impaired,,visual_auditory,Yes,,,Yes,Disease,,
0,,,,1,,,Hearing_Impairment,hearing impairment,,visual_auditory,Yes,,,Yes,Disease,,
0,,,,1,,,Hearing_Impairment,hearing-impairment,,visual_auditory,Yes,,,Yes,Disease,,
0,,,,1,,,Hearing_Impairment,hearing-impairments,,visual_auditory,Yes,,,Yes,Disease,,
0,,,,1,,,Hearing_Impairment,hearing impairments,,visual_auditory,Yes,,,Yes,Disease,,
0,,1,,6,,,Hearing_Impairment,deaf,"Synset('deaf.n.01'), Synset('deaf.a.01')",visual_auditory,Yes,,,Yes,Disease,,
0,,1,,7,,,Hearing_Impairment,deafness,Synset('deafness.n.01'),visual_auditory,Yes,,,Yes,Disease,disambiguation may be too problematic. Try with wordnet,
1,,,,1,,,Heart_disease,heart attacks,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Heart_disease,heart attack,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Heart_disease,Heart disease,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Heart_disease,myocardial infarction,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Heart_disease,cardiovascular disease,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Heart_disease,endocarditis,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Heart_disease,angina pectoris,,behavioral,Yes,,,Yes,Disease,"do before ""angina""",
1,,,,1,,,Heart_disease,heart failure,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Heart_disease,heart failures,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Heart_disease,myocarditis,,behavioral,Yes,,,Yes,Disease,,
1,,,,2,,,Heart_disease,angina,,behavioral,Yes,,,Yes,Disease,do after  angina pectoris,
1,,,,1,,,Hemochromatosis,genetic iron poisoning,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Hemochromatosis,iron overload disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,1,Hemophilia,hemophiliacs,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,1,Hemophilia,hemophiliac,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Hemophilia,factor ix deficiency,,genetic,Yes,,,Yes,Disease,,
1,4,,,1,,,Hepatitis,Hepatitis,,infectious,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,cold sores,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,cold sore,,stis,Yes,,,Yes,Disease,,
,,,,1,,,Herpes,herpes simplex virus,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,h.s.v.-2,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,hsv-2,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,h.s.v.2,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,hsv2,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,h.s.v. 2,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,hsv 2,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,h.s.v. 1,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,hsv 1,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,h.s.v.2,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,hsv2,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,h.s.v.-1,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Herpes,hsv-1,,stis,Yes,,,Yes,Disease,,
,,,,2,,,Herpes,herpes simplex,,stis,Yes,,,Yes,Disease,,
,,,1,2,1,,Herpes,H.S.V.,,stis,Yes,,,Yes,Disease,do after h.s.v.-1 and similar ones,
,,,,1,,,HIVAIDS,HIV-AIDS,,stis,Yes,,,Yes,Disease,,
,,,,1,,,HIVAIDS,H.I.V./AIDS,,stis,Yes,,,Yes,Disease,,
1,4,,,1,,,HIVAIDS,HIV/AIDS,,stis,Yes,,,Yes,Disease,,
1,4,,,1,1,,HIVAIDS,H.I.V./A.I.D.S.,,stis,Yes,,,Yes,Disease,,
1,4,,,1,1,,HIVAIDS,HIV+,,stis,Yes,,,Yes,Disease,"add to acronym periods because + is also out of word boundary marker, like . ",
1,4,,,1,1,,HIVAIDS,H.I.V.+,,stis,Yes,,,Yes,Disease,"add to acronym periods because + is also out of word boundary marker, like . ",
1,4,,,1,,,HIVAIDS,HIV-positive,,stis,Yes,,,Yes,Disease,,
1,4,,,1,,,HIVAIDS,H.I.V.-positive,,stis,Yes,,,Yes,Disease,,
1,4,,,1,,,HIVAIDS,HIV positive,,stis,Yes,,,Yes,Disease,,
1,4,,,1,,,HIVAIDS,H.I.V. positive,,stis,Yes,,,Yes,Disease,,
1,4,,,1,,,HIVAIDS,HIV-infected,,stis,Yes,,,Yes,Disease,,
1,4,,,1,,,HIVAIDS,H.I.V.-infected,,stis,Yes,,,Yes,Disease,,
1,4,,,1,,,HIVAIDS,HIV infected,,stis,Yes,,,Yes,Disease,,
1,4,,,1,,,HIVAIDS,H.I.V. infected,,stis,Yes,,,Yes,Disease,,
1,4,,,2,1,,HIVAIDS,A.I.D.S.,,stis,Yes,,,Yes,Disease,,
1,4,,1,2,1,,HIVAIDS,AIDS,,stis,Yes,,,Yes,Disease,AIDS: case sensitive or noun/verb,
1,4,,,2,1,,HIVAIDS,H.I.V.,,stis,Yes,,,Yes,Disease,,
1,4,,,2,,,HIVAIDS,HIV,,stis,Yes,,,Yes,Disease,"decided not to dismabiguate or require capitaized, there are lots of counts with just HIV (lower case) and they seem to all be about HIV as we want it anyways",
1,4,,,2,,,HIVAIDS,Acquired immune deficiency syndrome,,stis,Yes,,,Yes,Disease,,
1,4,,,2,,,HIVAIDS,human immunodeficiency virus,,stis,Yes,,,Yes,Disease,,
1,4,,,2,,,HIVAIDS,gay-related immune deficiency,,stis,Yes,,,Yes,Disease,,
1,4,,,2,,,HIVAIDS,gay related immune deficiency,,stis,Yes,,,Yes,Disease,,
0,,,1,1,1,,Human_papillomavirus,H.P.V.,,stis,Yes,,,Yes,Disease,,
0,,,1,1,,,Human_papillomavirus,HPV,,stis,Yes,,,Yes,Disease,,
0,,,,1,,,Human_papillomavirus,human papilloma virus,,stis,Yes,,,Yes,Disease,,
0,,,,1,,,Human_papillomavirus,human papillomavirus,,stis,Yes,,,Yes,Disease,,
0,,,,1,,,Human_papillomavirus,genital warts,,stis,Yes,,,Yes,Disease,,
1,,,,1,,,Huntingtons_disease,Huntingtons disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Huntingtons_disease,Huntingtons chorea,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Huntingtons_disease,Huntington's chorea,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Huntingtons_disease,Huntington's disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Hydrocephalus,Hydrocephalus,,other,Yes,,,Yes,Disease,,
1,,,,1,,,Hypertension,high blood pressure,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,1,Hypertension,Hypertensive,,behavioral,Yes,,,Yes,Disease,could be stigma word (adjective),
1,5,,,1,,,Inflammatory_bowel_disease,inflammatory bowel diseased,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,5,,,1,,,Inflammatory_bowel_disease,Inflammatory bowel syndrome,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,5,,,1,,,Inflammatory_bowel_disease,Inflammatory bowel disease,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,5,,,1,,,Inflammatory_bowel_disease,IBS,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,5,,,1,1,,Inflammatory_bowel_disease,I.B.S.,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,5,,1,1,,,Inflammatory_bowel_disease,ulcerative colitis,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,5,,,1,,,Inflammatory_bowel_disease,Crohns disease,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,5,,,1,,,Inflammatory_bowel_disease,Crohn's disease,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,5,,,1,,,Inflammatory_bowel_disease,irritable bowel syndrome,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,4,,,1,,,Influenza,Flu,,infectious,Yes,,,Yes,Disease,,
1,,,,1,,,Interstitial_cystitis,bladder pain syndrome,,other,Yes,,,Yes,Disease,,
1,,,,1,,,Interstitial_cystitis,painful bladder syndrome,,other,Yes,,,Yes,Disease,,
1,,,,1,,,Interstitial_cystitis,hypersensitive bladder syndrome,,other,Yes,,,Yes,Disease,,
1,,,,1,,,Interstitial_cystitis,Interstitial cystitis,,other,Yes,,,Yes,Disease,,
1,,,,1,,,Kidney_disease,nephritis,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Kidney_disease,glomerulonephritis,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Kidney_disease,kidney disease,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Kidney_disease,nephrotic syndrome,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Kidney_disease,nephrosis,,behavioral,Yes,,,Yes,Disease,,
1,1,,,1,,,Leukaemia,Leukemia,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Liver_cancer,cancer of liver,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Liver_cancer,neoplasm of liver,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Liver_cancer,hepatocellular carcinoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Liver_cancer,hepatoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Liver_cancer,hepatoblastoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Liver_cancer,Liver cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Liver_cancer,Liver-cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Lung_cancer,lung cancers,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Lung_cancer,lung cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Lung_cancer,lung-cancers,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Lung_cancer,lung-cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Lung_cancer,cancer of lung,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Lung_cancer,lung carcinoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Lung_cancer,neoplasm of trachea,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Lung_cancer,neoplasm of lung,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Lung_cancer,neoplasm of bronchus,,cancers,Yes,,,Yes,Disease,,
1,,,,1,,,Lupus,Lupus erythematosus,,autoimmune,Yes,,,Yes,Disease,,
1,,,,1,,,Lyme_disease,lyme borreliosis,,infectious,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,,,1,,,Lyme_disease,Lyme Disease,,infectious,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,1,,,1,,,Lymphoma,lymphomatic cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Lymphoma,Lymphomas,,cancers,Yes,,,Yes,Disease,do before all others with lymphoma so we capture plurals too,
1,1,,,2,,,Lymphoma,nonhodgkins lymphoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,nonhodgkin's lymphoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,non-Hodgkin's lymphoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,non-Hodgkins lymphoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,non-Hodgkin lymphoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,non Hodgkin lymphoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,non Hodgkins lymphoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,non Hodgkin's lymphoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,nonhodgkins disease,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,nonhodgkin's disease,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,non-Hodgkin's disease,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,non-Hodgkins disease,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,non-Hodgkin disease,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,non Hodgkin disease,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,non Hodgkins disease,,cancers,Yes,,,Yes,Disease,,
1,1,,,2,,,Lymphoma,non Hodgkin's disease,,cancers,Yes,,,Yes,Disease,,
1,1,,,3,,,Lymphoma,nonhodgkin,,cancers,Yes,,,Yes,Disease,do after non-hodgkins lymphoma,
1,1,,,3,,,Lymphoma,non-hodgkin,,cancers,Yes,,,Yes,Disease,do after non-hodgkins lymphoma,
1,1,,,3,,,Lymphoma,non-hodgkins,,cancers,Yes,,,Yes,Disease,do after non-hodgkins lymphoma,
1,1,,,3,,,Lymphoma,non hodgkin,,cancers,Yes,,,Yes,Disease,do after non-hodgkins lymphoma,
1,1,,,3,,,Lymphoma,non hodgkin's,,cancers,Yes,,,Yes,Disease,do after non-hodgkins lymphoma,
1,1,,,3,,,Lymphoma,nonhodgkins,,cancers,Yes,,,Yes,Disease,do after non-hodgkins lymphoma,
1,1,,,4,,,Lymphoma,Hodgkin lymphoma,,cancers,Yes,,,Yes,Disease,do after 1) non hodgkins lymphoma and after 2) non hodgkins,
1,1,,,4,,,Lymphoma,Hodgkin's disease,,cancers,Yes,,,Yes,Disease,do after 1) non hodgkins lymphoma and after 2) non hodgkins,
1,1,,,4,,,Lymphoma,Hodgkins disease,,cancers,Yes,,,Yes,Disease,do after 1) non hodgkins lymphoma and after 2) non hodgkins,
1,1,,,4,,,Lymphoma,hodgkin's lymphoma,,cancers,Yes,,,Yes,Disease,do after 1) non hodgkins lymphoma and after 2) non hodgkins,
1,1,,,4,,,Lymphoma,hodgkins lymphoma,,cancers,Yes,,,Yes,Disease,do after 1) non hodgkins lymphoma and after 2) non hodgkins,
1,1,,,5,,,Lymphoma,hodgkins,,cancers,Yes,,,Yes,Disease,do after 1) non hodgkins lymphoma and after 2) non hodgkins and 3) hodgkins lymphoma,
1,1,,,5,,,Lymphoma,hodgkin's,,cancers,Yes,,,Yes,Disease,do after 1) non hodgkins lymphoma and after 2) non hodgkins and 3) hodgkins lymphoma,
1,2,,,1,,,MajorDepression_Health,clinical depression,,mental,Yes,,,Yes,Disease,,
1,2,,,1,,,MajorDepression_Health,depressive symptoms,,mental,Yes,,,Yes,Disease,,
,,,,1,,,MajorDepression_Health,major depressive disorder,,mental,Yes,,,Yes,Disease,"do before depressive disorder. Also, there is MDD abbrevation, but not including this in case it has other meanings",
1,2,,,1,,,MajorDepression_Health,depressive disorder,,mental,Yes,,,Yes,Disease,"do before depressive, and ideally after ""major depressive disorder,"" but likley won't make a difference. Since forloooped, this should occur in code after major depressive disroder anyways.",
1,2,,,7,,,MajorDepression_Health,severe MajorDepression_Health,"Synset('depression.n.01'), Synset('depression.n.04'), Synset('depressive_disorder.n.01')",mental,Yes,,,Yes,Disease,Separate from economic depression. Use wordnet. DO after disambiguating depression.,
1,2,1,,6,,,MajorDepression_Health,depression,"Synset('depression.n.01'), Synset('depression.n.04'), Synset('depressive_disorder.n.01')",mental,Yes,,,Yes,Disease,Separate from economic depression. Use wordnet.,
1,2,1,,6,,1,MajorDepression_Health,depressives,Synset('depressive.n.01'),mental,Yes,,,Yes,Disease,"Separate from other ""depressed"" meanings",
1,2,1,,6,,1,MajorDepression_Health,depressive,Synset('depressive.n.01'),mental,Yes,,,Yes,Disease,"Separate from other ""depressed"" meanings",
1,2,1,,6,,1,MajorDepression_Health,depressed,"Synset('depress.v.01'), Synset('gloomy.s.02')",mental,Yes,,,Yes,Disease,"Separate from other ""depressive"" meanings",
1,4,,,1,,,Malaria,Malaria,,infectious,Yes,,,Yes,Disease,,
1,,,,1,,,Marfan_syndrome,marfan aneurysm,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Marfan_syndrome,Marfan syndrome,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,MigraineHeadache,migraine headache,,neurological,Yes,,,Yes,Disease,"do before disambiguating ""headache/s"" . Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,,,1,,,MigraineHeadache,migraine headaches,,neurological,Yes,,,Yes,Disease,"do before disambiguating ""headache/s"". Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,,,2,,,MigraineHeadache,Migraine,,neurological,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,,,2,,,MigraineHeadache,Migraines,,neurological,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,1,,6,,,MigraineHeadache,Headaches,Synset('headache.n.02'),neurological,Yes,,,Yes,Disease,"may need to disambiguate headache?? Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,1,,6,,,MigraineHeadache,Headache,Synset('headache.n.02'),neurological,Yes,,,Yes,Disease,"may need to disambiguate headache?? Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Morgellons_disease,morgellons syndrome,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Morgellons_disease,morgellons disease,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
,,,,1,,,MSgang13,M.S.-13,,,No,,,No,Extra,"to distinguish ""MS"" from ""MS-13""",
,,,,1,,,MSgang13,MS-13,,,No,,,No,Extra,"to distinguish ""MS"" from ""MS-13""",
,,,,1,,,MSgang13,MS 13,,,No,,,No,Extra,"to distinguish ""MS"" from ""MS-13""",
,,,,1,,,MSgang13,M.S. 13,,,No,,,No,Extra,"to distinguish ""MS"" from ""MS-13""",
0,5,,,1,,,Multiple_chemical_sensitivity,multiple chemical sensitivities,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Multiple_chemical_sensitivity,multiple chemical sensitivity,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Multiple_chemical_sensitivity,idiopathic enviornmental intolerance,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Multiple_chemical_sensitivity,idiopathic enviornmental intolerances,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Multiple_chemical_sensitivity,total allergy syndrome,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Multiple_chemical_sensitivity,total allergy syndromes,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,,,1,,,Multiple_sclerosis,Multiple sclerosis,,neurological,Yes,,,Yes,Disease,,
1,,1,1,6,,,Multiple_sclerosis,MS,Synset('multiple_sclerosis.n.01'),neurological,Yes,,,Yes,Disease,"MS: context sensitive, even if uppercase distinguished (distinguist from ""MS Masters Degree, or Ms.""). Also, I noted in the data that ms-13 is a gang discussed, and since disambiguation doesn't always work it is sometimes replaced as ""multiple_sclerosis-13"" so I added a intentional disambiguation of MS-13",
1,,1,1,6,1,,Multiple_sclerosis,M.S.,Synset('multiple_sclerosis.n.01'),neurological,Yes,,,Yes,Disease,"MS: context sensitive, even if uppercase distinguished (distinguist from ""MS Masters Degree, or Ms.""). Also, I noted in the data that ms-13 is a gang discussed, and since disambiguation doesn't always work it is sometimes replaced as ""multiple_sclerosis-13"" so I added a intentional disambiguation of MS-13",
1,,,,1,,,Muscular_dystrophy,myotonic dystrophy,,neurological,Yes,,,Yes,Disease,,
1,,,,1,,,Muscular_dystrophy,Steinert's disease,,neurological,Yes,,,Yes,Disease,,
1,,,,1,,,Muscular_dystrophy,Muscular dystrophy,,neurological,Yes,,,Yes,Disease,,
1,,,,1,,,Myasthenia_gravis,Myasthenia gravis,,neurological,Yes,,,Yes,Disease,,
1,1,,,1,,,Myeloma,multiple myeloma,,cancers,Yes,,,Yes,Disease,,
1,,,,1,,,Neurofibromatosis,Recklinghausen Disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Neurofibromatosis,Recklinghausens Disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Neurofibromatosis,Recklinghausen's Disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Neurofibromatosis,Neurofibromatosis,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Niemann_Pick_disease,Niemann-Pick disease,,genetic,Yes,,,Yes,Disease,,
0,,,,1,,,nonalcoholic,non-alcoholic,,,No,,,No,Extra,"to make sure non alcohlic [drink] not included in  ""alcohlic""",
0,,,,1,,,nonalcoholic,non alcoholic,,,No,,,No,Extra,"to make sure non alcohlic [drink] not included in  ""alcohlic""",
0,,,,1,,,Obese,Class 3 Obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,Class III Obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,Class 2 Obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,Class II Obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,Class 1 Obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,Class I Obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,morbidly obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,moderately obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,severely obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,we decided not to include overweight,
0,,,,1,,,Obesity,morbid obesity,,behavioral,No,,Yes: Obesity_folded,Yes,Disease,,
0,,,,1,,,Obesity,moderate obesity,,behavioral,No,,Yes: Obesity_folded,Yes,Disease,,
0,,,,1,,,Obesity,severe obesity,,behavioral,No,,Yes: Obesity_folded,Yes,Disease,,
0,2,,1,1,1,,Obsessive_compulsive_disorder,O.C.D.,,mental,Yes,,,Yes,Disease,,
0,2,,1,1,,,Obsessive_compulsive_disorder,OCD,,mental,Yes,,,Yes,Disease,,
0,2,,,1,,,Obsessive_compulsive_disorder,Obsessive compulsive disorder,,mental,Yes,,,Yes,Disease,,
0,2,,,1,,,Obsessive_compulsive_disorder,Obsessive-compulsive disorder,,mental,Yes,,,Yes,Disease,,
1,,,,1,,,Osteogenesis_imperfecta,brittle bone disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Osteogenesis_imperfecta,Osteogenesis imperfecta,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Osteoporosis,Osteoporosis,,musculoskeletal,Yes,,,Yes,Disease,,
